"Participant","Block","Condition","ConditionName","Task","Time","Distance","XDiff","YDiff","ZDiff"
"3","6",1,"Haptics","9",4023.92,26.948,4.1754,-4.44876,26.248
"3","6",1,"Haptics","10",4856.82,81.8896,1.3405,3.30755,81.811
"3","6",1,"Haptics","11",4310.13,50.6689,5.3312,-1.4544,50.367
"3","6",1,"Haptics","12",4735.02,45.6606,7.8424,2.8423,44.892
"3","6",1,"Haptics","13",5480.46,17.4446,5.95723,6.4313,15.082
"3","6",1,"Haptics","14",3641.47,35.1881,10.1893,1.9078,33.626
"3","6",1,"Haptics","15",4009.34,67.2526,-1.8525,5.3307,67.015
"3","6",1,"Haptics","16",4683.27,41.8486,1.4297,-3.3367,41.69
"3","6",1,"Haptics","17",4267.06,35.6723,8.1306,4.49047,34.442
"3","6",1,"Haptics","18",4500.74,30.3708,3.71735,4.5229,29.801
"3","6",1,"Haptics","19",4005.91,50.363,3.6603,3.3475,50.118
"3","6",1,"Haptics","20",5601.35,49.7133,7.9561,1.4595,49.0509
"4","1",5,"Haptics+Lights","1",5134.23,15.5794,-0.453499999999998,-15.5151,1.339
"4","1",5,"Haptics+Lights","2",4414.94,23.8548,-2.373139,-14.75542,18.593
"4","1",5,"Haptics+Lights","3",4570.29,31.4707,-8.8908,-17.4128,24.661
"4","1",5,"Haptics+Lights","4",7737,35.0065,9.358,-23.02223,24.655
"4","1",5,"Haptics+Lights","5",5844.74,35.3363,2.949,-25.5359,24.246
"4","1",5,"Haptics+Lights","6",6495.75,14.341,1.800357,-9.7848,10.329
"4","1",5,"Haptics+Lights","7",9642.57,21.5246,0.133469999999999,-17.5129,12.513
"4","1",5,"Haptics+Lights","8",5401.71,22.2477,12.36929,-4.87467,17.838
"4","1",5,"Haptics+Lights","9",4778.64,19.2206,7.694,-13.9288,10.781
"4","1",5,"Haptics+Lights","10",5714.2,25.7236,-0.739700000000001,-13.46517,21.905
"4","1",5,"Haptics+Lights","11",3755.08,19.8985,5.7276,-10.3794,15.982
"4","1",5,"Haptics+Lights","12",5116.94,13.0472,-2.4402,-9.1075,9.018
"4","1",5,"Haptics+Lights","13",5090.93,18.5094,8.63586,-5.7061,15.345
"4","1",5,"Haptics+Lights","14",6564.48,22.2567,4.2319,-12.75568,17.741
"4","1",5,"Haptics+Lights","15",5723.47,8.26523,6.78,-2.0771,-4.24599999999998
"4","1",5,"Haptics+Lights","16",5662.96,23.2777,7.181,-7.5612,20.811
"4","1",5,"Haptics+Lights","17",2706.4,14.1562,6.7847,-12.20561,-2.321
"4","1",5,"Haptics+Lights","18",6886,16.9761,3.26198,-15.40382,6.345
"4","1",5,"Haptics+Lights","19",2670.51,13.6932,-4.88526,-10.6925,-7.02199999999999
"4","1",5,"Haptics+Lights","20",3988.68,12.591,1.1942,-0.4938,12.525
"4","2",6,"Lights","1",8386.21,20.5804,-20.5547,-0.514800000000001,0.890000000000015
"4","2",6,"Lights","2",9788.46,29.6866,6.3855,-24.16352,-16.02
"4","2",6,"Lights","3",5288.66,22.6706,21.134,6.14014,-5.441
"4","2",6,"Lights","4",9347.06,34.18,14.4898,25.53087,-17.507
"4","2",6,"Lights","5",11671.3,42.5244,-9.3189,37.168,-18.439
"4","2",6,"Lights","6",12782.7,29.2965,12.77652,-10.3895,-24.23
"4","2",6,"Lights","7",11324.5,30.9015,-13.97045,-12.5723,-24.529
"4","2",6,"Lights","8",6832.15,11.3932,6.67918,-6.45387,6.59799999999998
"4","2",6,"Lights","10",8184.89,25.0539,-24.6619,-3.63602,2.50299999999999
"4","2",6,"Lights","12",7439.9,33.5608,21.5796,-18.6812,17.654
"4","2",6,"Lights","14",1836.52,37.6619,-36.7483,0.393700000000003,-8.23499999999999
"4","2",6,"Lights","15",4213.28,30.1897,-13.0263,21.46316,16.765
"4","2",6,"Lights","16",12946.4,11.0303,-0.424199999999999,4.36633,10.12
"4","2",6,"Lights","17",5531.37,19.6684,16.92,7.88931,6.19
"4","2",6,"Lights","19",4066.21,17.9816,1.6597,-4.2424,17.395
"4","3",4,"Haptics","2",7059.05,38.7544,3.27629,-12.55902,36.517
"4","3",4,"Haptics","3",5297.52,24.918,1.8542,-7.9759,23.534
"4","3",4,"Haptics","4",5878,58.5198,5.5825,-6.48924,57.89
"4","3",4,"Haptics","5",5765.95,11.8245,3.998,-2.8202,10.765
"4","3",4,"Haptics","6",5151.32,39.2269,4.47582,-4.6766,38.689
"4","3",4,"Haptics","7",5004.36,42.9277,-1.27571,-7.951,42.166
"4","3",4,"Haptics","8",5680.77,23.4955,4.7201,-2.47393,22.883
"4","3",4,"Haptics","9",4491.54,30.945,2.6817,-11.573,28.574
"4","3",4,"Haptics","10",6035.53,66.2636,4.22674,-7.090523,65.747
"4","3",4,"Haptics","11",4735.33,20.3856,4.6933,-0.109000000000002,19.838
"4","3",4,"Haptics","12",5602.51,7.70255,2.6251,-3.2321,6.47999999999999
"4","3",4,"Haptics","13",3754.36,8.39169,4.68966,2.2527,6.584
"4","3",4,"Haptics","14",5549.63,40.2362,4.4304,-5.6384,39.592
"4","3",4,"Haptics","15",4812.47,42.6416,8.11916,2.2249,41.802
"4","3",4,"Haptics","16",4482.63,72.7374,6.283,4.92978,72.297
"4","3",4,"Haptics","17",3538.51,9.1587,2.8345,4.53729,7.434
"4","3",4,"Haptics","18",4179.55,25.318,4.24389,-16.81158,18.448
"4","3",4,"Haptics","19",5384.38,27.0863,4.462,1.3022,26.685
"4","3",4,"Haptics","20",4734.83,18.1471,2.0365,-2.342,17.88
"4","4",1,"Haptics","1",5341.35,80.6456,-1.8555,-5.6633,80.425
"4","4",1,"Haptics","2",2956.66,19.2474,6.31762,11.92794,13.722
"4","4",1,"Haptics","3",4682.74,43.8658,4.2183,1.9779,43.618
"4","4",1,"Haptics","4",4240.93,23.3672,2.9384,-1.34521,23.143
"4","4",1,"Haptics","5",3207.95,5.05487,4.2667,-0.286200000000001,2.696
"4","4",1,"Haptics","6",4439.86,17.8331,4.88224,14.90104,-8.49300000000002
"4","4",1,"Haptics","7",3112.9,13.6778,2.60065,4.4744,-12.661
"4","4",1,"Haptics","8",4423.48,46.8813,7.16789,4.9405,46.066
"4","4",1,"Haptics","9",3919.16,5.22506,5.1801,0.26525,-0.631
"4","4",1,"Haptics","10",5081.93,66.6798,8.24186,-2.64714,66.115
"4","4",1,"Haptics","11",4778.3,20.732,3.181,2.5849,20.323
"4","4",1,"Haptics","12",4925.42,27.2487,-1.68190000000001,5.2517,26.685
"4","4",1,"Haptics","14",4864.85,76.5089,0.752599999999999,3.8752,76.407
"4","4",1,"Haptics","15",4206.08,53.1832,4.8459,-0.354400000000002,52.961
"4","4",1,"Haptics","16",6477.76,68.1859,6.5905,10.416314,67.062
"4","4",1,"Haptics","17",6087.13,46.9867,10.7113,7.70571,45.096
"4","4",1,"Haptics","18",5246.83,33.7903,6.66803,-5.9664,32.584
"4","4",1,"Haptics","19",4658.21,43.8324,5.6092,-5.5196,43.12
"4","4",1,"Haptics","20",6364.61,26.3191,15.8757,11.5109,17.555
"4","5",3,"Lights","2",8297.94,26.5396,-20.10889,-12.86852,-11.592
"4","5",3,"Lights","4",7238.52,34.4931,-18.1821,27.17677,10.982
"4","5",3,"Lights","5",6599.01,29.112,-17.9727,-22.3861,4.833
"4","5",3,"Lights","6",14214.1,34.6872,-26.27368,7.15651,21.487
"4","5",3,"Lights","7",9520.5,18.8296,-3.56644,15.9157,-9.40899999999999
"4","5",3,"Lights","8",14369.2,33.0526,-19.9383,25.12913,7.96599999999998
"4","5",3,"Lights","9",11542.7,21.6299,-12.0634,-2.92108,-17.714
"4","5",3,"Lights","10",13414.6,39.3807,-16.7116,-0.840549999999999,-35.65
"4","5",3,"Lights","11",9590.13,26.7001,0.938299999999998,22.13906,14.895
"4","5",3,"Lights","12",11541.7,34.5744,-3.9021,6.6849,33.697
"4","5",3,"Lights","13",4421.79,30.864,24.8333,0.359299999999998,-18.324
"4","5",3,"Lights","14",4386.52,23.7654,-4.4855,-23.29702,1.387
"4","5",3,"Lights","15",9859.6,26.1697,22.29444,9.1553,10.197
"4","5",3,"Lights","16",14455.8,25.3364,0.7879,13.81551,21.223
"4","5",3,"Lights","17",3129.41,41.8178,-11.1552,5.15401,39.972
"4","5",3,"Lights","19",1699.56,14.0392,-12.31604,-6.7378,0.128000000000014
"4","5",3,"Lights","20",14767.9,34.2481,-32.8512,-4.19159999999999,8.72699999999998
"4","6",2,"Haptics+Lights","1",5359.08,11.7062,-0.559200000000004,3.241,-11.235
"4","6",2,"Haptics+Lights","2",4717.87,13.8002,6.09586,-5.23541,11.22
"4","6",2,"Haptics+Lights","3",4267.09,26.4688,-3.6208,-1.9546,26.147
"4","6",2,"Haptics+Lights","4",4161.7,18.316,8.9869,-4.26156,15.38
"4","6",2,"Haptics+Lights","5",6390.7,17.4564,-1.2771,-10.2011,14.108
"4","6",2,"Haptics+Lights","6",3164.61,21.2486,3.52025,-8.2164,19.277
"4","6",2,"Haptics+Lights","7",4266.05,33.5762,0.422359999999999,-9.6537,32.156
"4","6",2,"Haptics+Lights","8",2667.76,49.1358,8.30269,-8.86637,47.611
"4","6",2,"Haptics+Lights","9",2956.9,10.6915,1.2296,-4.85848,9.44399999999999
"4","6",2,"Haptics+Lights","10",2297.64,14.2788,2.56012,-1.2482,13.991
"4","6",2,"Haptics+Lights","11",3346.92,28.1077,3.9745,-2.201,27.738
"4","6",2,"Haptics+Lights","12",3018.49,20.5411,1.85189999999999,-2.1345,20.346
"4","6",2,"Haptics+Lights","13",4977.37,20.3705,2.26747,-0.232500000000002,20.242
"4","6",2,"Haptics+Lights","14",5489.45,16.0099,3.1996,-4.29,15.089
"4","6",2,"Haptics+Lights","15",5255.27,26.8968,4.6277,5.4533,25.928
"4","6",2,"Haptics+Lights","16",5332.97,32.0569,5.769,9.814434,29.967
"4","6",2,"Haptics+Lights","17",3580.8,28.7426,3.6724,0.50175,28.503
"4","6",2,"Haptics+Lights","18",2948.61,13.0285,0.56033,5.3078,-11.886
"4","6",2,"Haptics+Lights","19",3902.03,28.0681,-0.277600000000001,-0.318300000000001,28.065
"4","6",2,"Haptics+Lights","20",3998.25,21.1607,2.8951,5.3093,20.278
"5","1",6,"Lights","1",13249.5,41.6289,-35.84797,-11.871,-17.521
"5","1",6,"Lights","2",4482.33,39.6847,-6.00138,37.78288,10.551
"5","1",6,"Lights","3",4988.68,36.5704,-25.047,-17.7258,19.896
"5","1",6,"Lights","4",5549.37,37.6832,16.7704,-11.32859,31.787
"5","1",6,"Lights","5",3180.85,34.5221,16.88332,-23.3456,-19.018
"5","1",6,"Lights","6",4961.71,38.975,33.19342,19.20867,-6.94800000000001
"5","1",6,"Lights","7",5430.5,21.2024,21.08265,-2.0103,-1.00999999999999
"5","1",6,"Lights","8",14233.7,25.9153,-17.8894,-18.70757,-1.26600000000002
"5","1",6,"Lights","9",2376.96,14.5562,4.2648,12.7858,-5.49699999999999
"5","1",6,"Lights","10",6759.55,33.5399,2.086,12.68785,-30.978
"5","1",6,"Lights","11",6261.47,60.3504,6.2625,-13.9699,-58.376
"5","1",6,"Lights","12",12273.2,32.0799,-0.572800000000001,28.31445,15.069
"5","1",6,"Lights","14",3741.15,42.6963,-8.39185,12.0373,40.096
"5","1",6,"Lights","15",3235.42,32.8653,-11.3535,15.62037,-26.594
"5","1",6,"Lights","17",8866.99,22.0422,-10.92215,11.33731,15.429
"5","1",6,"Lights","18",1517.77,32.9966,-25.31346,20.9478,3.03200000000001
"5","1",6,"Lights","19",3541.85,36.8849,26.2902,-25.21461,5.792
"5","1",6,"Lights","20",6633.91,19.6709,-4.2831,-10.4525,-16.104
"5","2",1,"Haptics","1",5234.73,12.918,3.1282,-1.8534,12.395
"5","2",1,"Haptics","2",5490.19,23.4657,4.24293,10.90957,-20.337
"5","2",1,"Haptics","3",2385.86,17.0865,1.1553,9.33447,14.265
"5","2",1,"Haptics","4",4339.09,31.8515,6.0805,1.94967,31.205
"5","2",1,"Haptics","5",2280.95,12.076,5.3656,2.1436,10.604
"5","2",1,"Haptics","6",2536.2,12.7394,2.816228,5.65011,-11.065
"5","2",1,"Haptics","7",2706.39,16.7334,5.79105,0.682200000000002,15.684
"5","2",1,"Haptics","8",2783.45,42.2843,7.04772,4.99122,41.393
"5","2",1,"Haptics","9",2999.9,12.7764,9.6518,4.21976,-7.22999999999999
"5","2",1,"Haptics","10",6584.7,24.9437,4.68957,4.75615,24.032
"5","2",1,"Haptics","11",2519.6,16.6819,6.1533,2.6027,15.285
"5","2",1,"Haptics","12",2602.4,25.5431,3.3901,7.9911,24.023
"5","2",1,"Haptics","13",2509.7,74.7861,9.747658,10.0253,73.467
"5","2",1,"Haptics","14",4584.26,42.4869,5.0085,0.378400000000003,42.189
"5","2",1,"Haptics","15",4290,37.4346,10.58601,-0.298500000000001,35.905
"5","2",1,"Haptics","16",5390.48,54.8469,3.5846,9.911396,53.824
"5","2",1,"Haptics","17",7513.01,8.39305,3.3466,5.28641,5.595
"5","2",1,"Haptics","18",3443.04,4.30183,2.65059,0.409299999999998,-3.364
"5","2",1,"Haptics","19",3782.19,22.9773,5.7961,-0.700100000000003,22.223
"5","2",1,"Haptics","20",2335.25,12.9425,10.4804,3.9626,-6.47800000000001
"5","3",5,"Haptics+Lights","1",2583.12,13.0907,-1.3915,-6.5435,11.252
"5","3",5,"Haptics+Lights","2",1855.97,28.192,6.69841,2.790083,-27.242
"5","3",5,"Haptics+Lights","3",2243.14,11.6916,-2.1782,-2.0714,11.299
"5","3",5,"Haptics+Lights","4",2002.75,13.6968,8.5499,-2.07558,-10.497
"5","3",5,"Haptics+Lights","5",3654.11,29.059,10.0786,-7.6098,26.172
"5","3",5,"Haptics+Lights","6",2990.07,29.7932,4.02037,3.86756,29.266
"5","3",5,"Haptics+Lights","7",3977.95,24.1399,4.48435,-3.0245,23.526
"5","3",5,"Haptics+Lights","8",4853.84,8.00828,4.4973,0.60143,6.59899999999999
"5","3",5,"Haptics+Lights","9",5600.15,32.5307,10.9973,-0.30479,30.614
"5","3",5,"Haptics+Lights","10",2874.17,5.69249,5.36767,1.87223,-0.295999999999992
"5","3",5,"Haptics+Lights","11",4663.33,4.30554,2.4086,0.111000000000001,3.56700000000001
"5","3",5,"Haptics+Lights","12",4293.85,2.88772,-2.511,1.4236,0.0839999999999748
"5","3",5,"Haptics+Lights","13",3967.11,20.7338,6.45432,4.987,19.062
"5","3",5,"Haptics+Lights","14",7357.1,7.05933,5.147,4.6757,1.21700000000001
"5","3",5,"Haptics+Lights","15",2250.1,18.2012,6.5083,5.3852,-16.122
"5","3",5,"Haptics+Lights","16",3416.68,8.19564,-1.84209999999999,-0.591800000000001,-7.964
"5","3",5,"Haptics+Lights","17",5025.79,20.2387,5.3339,-0.350989999999999,19.52
"5","3",5,"Haptics+Lights","18",5278.19,12.4256,3.17974,4.633,11.082
"5","3",5,"Haptics+Lights","19",3426.07,14.4099,9.1698,3.422,-10.576
"5","3",5,"Haptics+Lights","20",3577.69,20.5727,4.1903,2.9665,19.922
"5","4",2,"Haptics+Lights","1",12665.6,12.7835,0.447899999999997,-0.0529000000000011,12.775
"5","4",2,"Haptics+Lights","2",1797.94,4.34154,-0.48045,-2.75383,-3.321
"5","4",2,"Haptics+Lights","3",2811.01,14.5552,-2.4326,-3.8025,-13.837
"5","4",2,"Haptics+Lights","4",1898.43,30.1061,6.123,1.96607,-29.411
"5","4",2,"Haptics+Lights","5",4084.12,9.63487,8.0709,-1.4941,-5.04499999999999
"5","4",2,"Haptics+Lights","6",5829.94,33.4618,3.63286,0.464700000000001,33.261
"5","4",2,"Haptics+Lights","7",3678.02,6.16183,2.04655,-1.2054,5.68600000000001
"5","4",2,"Haptics+Lights","8",5025.32,12.5865,8.24082,4.39292,-8.43899999999999
"5","4",2,"Haptics+Lights","9",3399.82,11.1281,6.0355,-1.18048,9.274
"5","4",2,"Haptics+Lights","10",4762.22,15.5786,1.6724,-0.0749299999999993,15.488
"5","4",2,"Haptics+Lights","11",3606.36,5.70779,5.252,1.7822,1.34900000000002
"5","4",2,"Haptics+Lights","12",3407.12,11.708,0.00459999999999638,3.9492,11.022
"5","4",2,"Haptics+Lights","13",5757.08,9.38326,5.41637,7.5579,1.25899999999999
"5","4",2,"Haptics+Lights","14",5296.62,7.55067,2.5048,-5.1524,4.91800000000001
"5","4",2,"Haptics+Lights","15",5152.69,9.11961,6.8308,5.27,2.95500000000001
"5","4",2,"Haptics+Lights","16",3198.59,10.8265,-3.8949,2.26886,9.84299999999999
"5","4",2,"Haptics+Lights","17",3858.67,4.08513,3.0707,2.61253,-0.657999999999987
"5","4",2,"Haptics+Lights","18",3036.63,11.2033,9.00824,-4.5519,-4.863
"5","4",2,"Haptics+Lights","19",7963.5,26.9419,-1.1485,0.134399999999999,26.917
"5","4",2,"Haptics+Lights","20",3913.06,12.5626,9.4214,7.5078,-3.56200000000001
"5","5",4,"Haptics","1",5993.23,60.6924,1.9746,-0.319300000000002,60.659
"5","5",4,"Haptics","2",2792.05,5.30214,4.87628,0.31455,-2.05799999999999
"5","5",4,"Haptics","3",2766.67,38.3451,1.3843,3.3761,38.171
"5","5",4,"Haptics","4",3489.67,20.7159,7.9079,1.81877,19.061
"5","5",4,"Haptics","5",5016.01,10.495,7.4069,0.0529000000000011,7.435
"5","5",4,"Haptics","6",9715.88,11.0002,6.74264,2.6099,-8.29000000000002
"5","5",4,"Haptics","7",2883.28,13.804,3.03505,-0.321599999999997,13.462
"5","5",4,"Haptics","8",3559.67,24.768,6.02789,1.82487,23.954
"5","5",4,"Haptics","9",7131.27,9.77151,9.7064,0.17925,-1.11199999999999
"5","5",4,"Haptics","10",2901.95,23.3523,5.6715,-0.0454299999999996,22.653
"5","5",4,"Haptics","11",5658.21,13.9546,7.257,7.4698,9.28800000000001
"5","5",4,"Haptics","12",3914.23,14.9376,4.7437,1.1543,-14.117
"5","5",4,"Haptics","13",4140.03,57.4039,7.65168,6.4185,56.528
"5","5",4,"Haptics","14",2693.86,21.1484,-0.222099999999999,-1.1934,21.114
"5","5",4,"Haptics","15",3841.33,10.7725,4.7921,5.9399,7.602
"5","5",4,"Haptics","16",4664.35,67.7318,-3.2433,1.64495,67.634
"5","5",4,"Haptics","17",3994.84,37.8694,4.5465,1.82106,37.552
"5","5",4,"Haptics","18",5405.16,27.4962,5.94219,0.916699999999999,26.83
"5","5",4,"Haptics","19",7203.37,31.5975,5.4877,6.2108,30.491
"5","5",4,"Haptics","20",5160.95,9.5717,8.3572,1.3014,-4.48100000000002
"5","6",3,"Lights","1",9823.88,33.4492,9.5608,-18.6926,26.039
"5","6",3,"Lights","2",10122.6,31.7418,14.09531,28.38678,1.74800000000002
"5","6",3,"Lights","3",10945.4,23.2724,-3.6221,-8.5359,-21.345
"5","6",3,"Lights","4",8658.28,16.1918,-6.4621,-11.59226,-9.27600000000001
"5","6",3,"Lights","6",14803,12.0511,0.38184,-7.6339,9.31699999999998
"5","6",3,"Lights","7",7751.01,15.3406,-8.475731,5.2588,11.655
"5","6",3,"Lights","9",3983.74,24.3942,3.4995,21.2028,-11.544
"5","6",3,"Lights","10",7192.96,14.569,14.5229,1.07747,0.425000000000011
"5","6",3,"Lights","11",9100.62,32.4918,30.57514,-10.3823,3.61700000000002
"5","6",3,"Lights","12",10736.4,27.3962,-6.3009,11.34002,24.13
"5","6",3,"Lights","14",8684.65,30.9448,14.8675,-24.72168,11.197
"5","6",3,"Lights","15",6714.9,36.129,12.21212,25.38045,22.627
"5","6",3,"Lights","17",8622.15,13.665,-8.47734,5.98281,8.893
"5","6",3,"Lights","18",2901.2,13.4332,-10.28944,2.8447,8.154
"5","6",3,"Lights","19",9571.44,15.59,-7.3249,3.4313,13.327
"5","6",3,"Lights","20",8376.98,19.836,1.2784,-19.6977,1.958
"6","1",1,"Haptics","1",2228.47,11.3742,-10.643,-3.7229,-1.49699999999999
"6","1",1,"Haptics","2",3573.07,55.44,3.0452,1.07418,-55.345
"6","1",1,"Haptics","3",4474.41,26.7847,-0.282900000000005,4.92958,-26.325
"6","1",1,"Haptics","4",2037.97,44.3827,10.8393,4.27157,-42.826
"6","1",1,"Haptics","5",3771.7,45.0398,17.85656,4.047,-41.15
"6","1",1,"Haptics","6",3590.66,27.8567,5.9379,1.9983,-27.143
"6","1",1,"Haptics","7",2211.01,15.1722,-1.63272,4.2412,14.475
"6","1",1,"Haptics","8",2618.42,14.3166,6.3392,12.73899,-1.58100000000002
"6","1",1,"Haptics","9",2956.62,22.0149,-6.8964,5.08871,20.278
"6","1",1,"Haptics","10",3138.9,67.9475,6.68214,2.99116,67.552
"6","1",1,"Haptics","11",3519.46,61.7973,6.8973,17.04139,58.9992
"6","1",1,"Haptics","12",3407.69,50.317,-1.2006,12.0008,48.85
"6","1",1,"Haptics","13",3442.2,56.8714,2.10026,21.86174,52.459
"6","1",1,"Haptics","14",2116.02,52.5567,-2.86174,22.5139,47.404
"6","1",1,"Haptics","15",2349.67,66.7439,3.7455,14.62781,65.013
"6","1",1,"Haptics","16",2115.43,58.8008,12.3989,3.65461,57.362
"6","1",1,"Haptics","17",2116.26,66.4654,6.7081,13.66731,64.699
"6","1",1,"Haptics","18",2245.06,32.4278,5.18696,18.7164,25.968
"6","1",1,"Haptics","19",3165.34,36.0915,6.0221,4.6326,35.283
"6","1",1,"Haptics","20",2332.87,28.0939,13.0816,-6.51029999999999,-23.995
"6","2",2,"Haptics+Lights","1",2800.47,1.02125,0.361699999999999,-0.927600000000002,-0.22799999999998
"6","2",2,"Haptics+Lights","2",9088.21,53.9025,-5.61643,4.66835,53.4059
"6","2",2,"Haptics+Lights","3",5002.93,12.2142,-4.3608,11.33225,-1.32299999999998
"6","2",2,"Haptics+Lights","4",2107.39,22.4228,3.8829,11.53847,18.83
"6","2",2,"Haptics+Lights","5",2106.46,7.29026,5.6459,4.4739,-1.12
"6","2",2,"Haptics+Lights","6",2229.46,26.527,8.6814,9.18666,-23.322
"6","2",2,"Haptics+Lights","7",2228.88,35.375,-3.5636,-5.959,34.687
"6","2",2,"Haptics+Lights","8",1890.59,13.6704,5.12931,0.70685,12.652
"6","2",2,"Haptics+Lights","9",2775.17,9.50072,-9.106,-0.0868099999999998,-2.708
"6","2",2,"Haptics+Lights","10",1830.37,32.6664,-4.1032,-0.371919999999999,32.405
"6","2",2,"Haptics+Lights","11",2245.93,19.9282,5.0595,10.9485,-15.864
"6","2",2,"Haptics+Lights","12",2176.14,8.88769,7.1414,4.0651,-3.38600000000002
"6","2",2,"Haptics+Lights","13",1778.09,37.3399,0.1747,4.4637,37.072
"6","2",2,"Haptics+Lights","14",5844.2,32.5834,2.139,23.9386,-22.001
"6","2",2,"Haptics+Lights","15",4353.88,20.2505,7.1562,-2.8664,18.726
"6","2",2,"Haptics+Lights","16",2028.69,32.1764,3.4074,-14.1264,28.708
"6","2",2,"Haptics+Lights","17",1560.36,23.8573,-3.6939,-4.420762,23.152
"6","2",2,"Haptics+Lights","18",2488.88,20.4282,12.87174,5.6219,-14.834
"6","2",2,"Haptics+Lights","19",1916.47,10.9265,1.972,-8.6341,6.399
"6","2",2,"Haptics+Lights","20",4448.22,41.1599,4.7228,-9.6438,39.735
"6","3",6,"Lights","1",1612.33,13.042,-7.5667,-10.0444,-3.45699999999999
"6","3",6,"Lights","2",5184.98,36.6589,6.39062,36.06138,1.61500000000001
"6","3",6,"Lights","4",4422.16,55.5833,8.8998,41.52987,35.855
"6","3",6,"Lights","5",1812.16,22.0123,5.768,18.9222,-9.655
"6","3",6,"Lights","6",11795.5,50.8148,-21.41808,38.6627,25.072
"6","3",6,"Lights","7",1725.73,37.1295,-34.85635,11.1338,6.298
"6","3",6,"Lights","8",9417.72,55.991,-7.1773,53.84383,-13.576
"6","3",6,"Lights","9",4543.8,34.9502,5.2761,22.1546,-26.511
"6","3",6,"Lights","10",1647.27,30.9456,18.76856,14.04725,20.2
"6","3",6,"Lights","11",8254.43,23.5629,-6.4637,10.2358,20.215
"6","3",6,"Lights","12",4932.66,47.6681,42.2569,9.80109,-19.762
"6","3",6,"Lights","14",1586.24,50.8614,23.3635,9.2058,44.23
"6","3",6,"Lights","15",12392.1,40.3467,-8.6042,-32.7514,21.935
"6","3",6,"Lights","16",1551.87,33.8843,-9.0297,-2.3902,32.571
"6","3",6,"Lights","17",1609.93,26.1432,-19.40256,14.38061,10.011
"6","3",6,"Lights","18",7986.57,61.0251,-42.76096,-42.2121,-10.663
"6","3",6,"Lights","20",3163.49,20.3926,17.6136,-1.601,-10.151
"6","4",3,"Lights","1",7118.62,59.713,-22.2334,48.2193,-27.317
"6","4",3,"Lights","2",7119.34,78.116,39.28401,20.29858,64.3965
"6","4",3,"Lights","3",1664.41,65.1627,18.3018,17.84653,59.94
"6","4",3,"Lights","4",2668.51,57.2383,-6.28,19.07717,53.599
"6","4",3,"Lights","5",1698.89,41.7223,5.6191,-39.31621,12.784
"6","4",3,"Lights","6",1994.34,25.7185,-16.64638,16.16539,-11.091
"6","4",3,"Lights","7",3711.79,36.1362,-17.90894,-15.0429,27.546
"6","4",3,"Lights","8",9851.42,35.614,-17.0628,26.92433,-15.884
"6","4",3,"Lights","9",5879.41,36.4057,-22.3393,14.3038,24.935
"6","4",3,"Lights","10",1777.05,61.5078,-14.8153,-2.53114,59.643
"6","4",3,"Lights","11",2010.71,32.1758,-2.0138,21.638537,23.727
"6","4",3,"Lights","12",2627.52,44.9852,34.8042,13.37438,25.169
"6","4",3,"Lights","13",9885.33,26.984,12.72009,18.38456,15.111
"6","4",3,"Lights","14",6320.94,26.2423,13.4882,-20.716598,-8.80599999999998
"6","4",3,"Lights","15",4170.1,22.1557,-1.3923,5.2106,21.489
"6","4",3,"Lights","17",2072.68,29.8347,19.8137,19.98321,9.91
"6","4",3,"Lights","18",12982.3,35.2513,-12.51066,-25.52523,-20.848
"6","4",3,"Lights","19",7995.01,60.7715,-30.7493,-48.9141,-18.843
"6","4",3,"Lights","20",12018.6,47.4141,-11.8231,-20.8605,40.904
"6","5",5,"Haptics+Lights","1",1752.19,24.3361,0.0108999999999995,0.833600000000001,24.321
"6","5",5,"Haptics+Lights","2",1890.57,11.5814,7.21331,-0.13995,-9.059
"6","5",5,"Haptics+Lights","3",1726.26,19.13,7.86,-0.404,17.436
"6","5",5,"Haptics+Lights","4",5870.68,44.0704,4.5691,10.85237,42.468
"6","5",5,"Haptics+Lights","5",2185.51,14.5438,3.1853,-4.5158,13.453
"6","5",5,"Haptics+Lights","6",1942.57,7.8332,3.24028,-0.809699999999999,7.08599999999998
"6","5",5,"Haptics+Lights","7",4975.71,50.0238,4.56955,-8.2575,49.125
"6","5",5,"Haptics+Lights","8",1725.69,43.4928,5.82601,-7.06047,42.518
"6","5",5,"Haptics+Lights","9",2011.23,15.2909,0.883400000000002,-0.93962,15.237
"6","5",5,"Haptics+Lights","10",5177.87,13.226,11.972958,-5.59081,-0.562999999999988
"6","5",5,"Haptics+Lights","11",3564.01,24.3344,-9.1112,-22.073,4.68300000000002
"6","5",5,"Haptics+Lights","12",3330.54,43.3184,12.1724,-3.7177,41.406
"6","5",5,"Haptics+Lights","13",3589.76,16.3462,3.01107,15.86906,-2.51100000000002
"6","5",5,"Haptics+Lights","14",6244.18,14.8749,7.8258,5.5456,11.37
"6","5",5,"Haptics+Lights","15",2384.78,11.9508,1.969,10.88468,4.524
"6","5",5,"Haptics+Lights","16",3771.57,10.4207,5.2932,1.50009,-8.84999999999999
"6","5",5,"Haptics+Lights","17",2089.73,28.8364,5.4285,4.73391,27.923
"6","5",5,"Haptics+Lights","18",1802.73,11.4379,-0.14838,-4.8099,10.376
"6","5",5,"Haptics+Lights","19",2262.51,16.659,-4.71688,-4.5169,15.325
